cluster,grid_id,low_afternoon,medium_afternoon,high_afternoon,high,low,medium,p,segregation_afternoon,h,x
2,15655,0.2256000179296272,0.3910671358374218,0.383332846232951,0.2,0.4,0.4,"[0.2, 0.4, 0.4]",0.13333333333333333,segregation_afternoon,0.13333333333333333
2,15656,0.333100417911095,0.41947594017052187,0.24742364191838315,0.3,0.4,0.2,"[0.3, 0.4, 0.2]",0.14814814814814817,segregation_afternoon,0.14814814814814817
1,15657,0.3931484511960838,0.43837969023907974,0.16847185856483654,0.4,0.4,0.2,"[0.4, 0.4, 0.2]",0.13333333333333333,segregation_afternoon,0.13333333333333333
1,15658,0.45739289392558163,0.4114511433458807,0.13115596272853772,0.5,0.4,0.1,"[0.5, 0.4, 0.1]",0.26666666666666666,segregation_afternoon,0.26666666666666666
1,15659,0.5004667633603221,0.38868522480393314,0.11084801183574464,0.5,0.4,0.1,"[0.5, 0.4, 0.1]",0.26666666666666666,segregation_afternoon,0.26666666666666666
0,15660,0.5999129673517423,0.26935828032787923,0.13072875232037853,0.6,0.3,0.1,"[0.6, 0.3, 0.1]",0.3333333333333333,segregation_afternoon,0.3333333333333333
0,15661,0.5044364286941511,0.33783386889668765,0.1577297024091613,0.5,0.3,0.2,"[0.5, 0.3, 0.2]",0.19999999999999998,segregation_afternoon,0.19999999999999998
0,15817,0.37581469477194157,0.44929763011911866,0.1748876751089397,0.4,0.4,0.2,"[0.4, 0.4, 0.2]",0.13333333333333333,segregation_afternoon,0.13333333333333333
1,15818,0.2912697678825375,0.4445427568690514,0.2641874752484111,0.3,0.4,0.3,"[0.3, 0.4, 0.3]",0.0666666666666667,segregation_afternoon,0.0666666666666667
1,15819,0.3362866315810091,0.4589158327951906,0.20479753562380026,0.3,0.5,0.2,"[0.3, 0.5, 0.2]",0.19999999999999998,segregation_afternoon,0.19999999999999998
0,15820,0.3366801773062637,0.433971064758762,0.22934875793497436,0.3,0.4,0.2,"[0.3, 0.4, 0.2]",0.14814814814814817,segregation_afternoon,0.14814814814814817
1,15822,0.16368996277630968,0.2716075499670291,0.5647024872566612,0.2,0.3,0.6,"[0.2, 0.3, 0.6]",0.24242424242424238,segregation_afternoon,0.24242424242424238
1,15823,0.15748864124194684,0.28716768091459094,0.5553436778434623,0.2,0.3,0.6,"[0.2, 0.3, 0.6]",0.24242424242424238,segregation_afternoon,0.24242424242424238
